province,district,local_level,office,ward_count,postal_code_local_level,local_level_code
मधेश,सर्लाही,पर्सा गाउँपालिका,"हुलाक कार्यालय, पर्सा गाउँपालिका",6,20508,21919
मधेश,सर्लाही,ब्रह्मपुरी गाउँपालिका,"हुलाक कार्यालय, ब्रह्मपुरी गाउँपालिका",7,20509,21906
मधेश,सर्लाही,चन्द्रनगर गाउँपालिका,"हुलाक कार्यालय, चन्द्रनगर गाउँपालिका",7,20510,21908
मधेश,सर्लाही,कविलासी नगरपालिका,"हुलाक कार्यालय, कविलासी नगरपालिका",10,20511,21915
मधेश,सर्लाही,चक्रघट्टा गाउँपालिका,"हुलाक कार्यालय, चक्रघट्टा गाउँपालिका",9,20512,21907
मधेश,सर्लाही,बसबरिया गाउँपालिका,"हुलाक कार्यालय, बसबरिया गाउँपालिका",6,20513,21904
मधेश,सर्लाही,धनकौल गाउँपालिका,"हुलाक कार्यालय, धनकौल गाउँपालिका",7,20514,21909
मधेश,सर्लाही,रामनगर गाउँपालिका,"हुलाक कार्यालय, रामनगर गाउँपालिका",7,20515,21920
मधेश,सर्लाही,बलरा नगरपालिका,"हुलाक कार्यालय, बलरा नगरपालिका",11,20516,21902
मधेश,सर्लाही,गोडैटा नगरपालिका,"हुलाक कार्यालय, गोडैटा नगरपालिका",12,20517,21910
मधेश,सर्लाही,विष्णु गाउँपालिका,"हुलाक कार्यालय, विष्णु गाउँपालिका",8,20518,21905
मधेश,सर्लाही,कौडेना गाउँपालिका,"हुलाक कार्यालय, कौडेना गाउँपालिका",7,20519,21916
मधेश,सर्लाही,मलंगवा नगरपालिका,"जिल्ला हुलाक कार्यालय, सर्लाही",12,20520,21918
मधेश,रौतहट,चन्द्रपुर नगरपालिका,"हुलाक कार्यालय, चन्द्रपुर नगरपालिका",10,20601,23203
मधेश,रौतहट,गुजरा नगरपालिका,"हुलाक कार्यालय, गुजरा नगरपालिका",9,20602,23209
मधेश,रौतहट,फतुवा बिजयपुर नगरपालिका,"हुलाक कार्यालय, फतुवा बिजयपुर नगरपालिका",11,20603,23215
मधेश,रौतहट,कटहरिया नगरपालिका,"हुलाक कार्यालय, कटहरिया नगरपालिका",9,20604,23211
मधेश,रौतहट,बृन्दावन नगरपालिका,"हुलाक कार्यालय, बृन्दावन नगरपालिका",9,20605,23202
मधेश,रौतहट,गढीमाई नगरपालिका,"हुलाक कार्यालय, गढीमाई नगरपालिका",9,20606,23206
मधेश,रौतहट,माधव नारायण नगरपालिका,"हुलाक कार्यालय, माधव नारायण नगरपालिका",9,20607,23212
मधेश,रौतहट,गरुडा नगरपालिका,"हुलाक कार्यालय, गरुडा नगरपालिका",9,20608,23207
मधेश,रौतहट,देवाही गोनाही नगरपालिका,"हुलाक कार्यालय, देवाही गोनाही नगरपालिका",9,20609,23204
मधेश,रौतहट,मौलापुर नगरपालिका,"हुलाक कार्यालय, मौलापुर नगरपालिका",9,20610,23213
मधेश,रौतहट,बौधीमाई नगरपालिका,"हुलाक कार्यालय, बौधीमाई नगरपालिका",9,20611,23201
मधेश,रौतहट,परोहा नगरपालिका,"हुलाक कार्यालय, परोहा नगरपालिका",9,20612,23214
मधेश,रौतहट,राजपुर नगरपालिका,"हुलाक कार्यालय, राजपुर नगरपालिका",9,20613,23217
मधेश,रौतहट,यमुनामाई गाउँपालिका,"हुलाक कार्यालय, यमुनामाई गाउँपालिका",5,20614,23218
मधेश,रौतहट,दुर्गा भगवती गाउँपालिका,"हुलाक कार्यालय, दुर्गा भगवती गाउँपालिका",5,20615,23205
मधेश,रौतहट,राजदेवी नगरपालिका,"हुलाक कार्यालय, राजदेवी नगरपालिका",9,20616,23216
मधेश,रौतहट,गौर नगरपालिका,"जिल्ला हुलाक कार्यालय, रौतहट",9,20617,23208
मधेश,रौतहट,ईशनाथ नगरपालिका,"हुलाक कार्यालय, ईशनाथ नगरपालिका",9,20618,23210
मधेश,बारा,निजगढ नगरपालिका,"हुलाक कार्यालय, निजगढ नगरपालिका",13,20701,23310
मधेश,बारा,कोल्हवी नगरपालिका,"हुलाक कार्यालय, कोल्हवी नगरपालिका",11,20702,23308
मधेश,बारा,जीतपुर सिमरा उपमहानगरपालिका,"हुलाक कार्यालय, जीतपुर सिमरा उपमहानगरपालिका",24,20703,23305
मधेश,बारा,परवानीपुर गाउँपालिका,"हुलाक कार्यालय, परवानीपुर गाउँपालिका",5,20704,23312
मधेश,बारा,प्रसौनी गाउँपालिका,"हुलाक कार्यालय, प्रसौनी गाउँपालिका",7,20705,23314
मधेश,बारा,विश्रामपुर गाउँपालिका,"हुलाक कार्यालय, विश्रामपुर गाउँपालिका",5,20706,23303
मधेश,बारा,फेटा गाउँपालिका,"हुलाक कार्यालय, फेटा गाउँपालिका",7,20707,23313
मधेश,बारा,कलैया उपमहानगरपालिका,"जिल्ला हुलाक कार्यालय, बारा",27,20708,23306
मधेश,बारा,करैयामाई गाउँपालिका,"हुलाक कार्यालय, करैयामाई गाउँपालिका",8,20709,23307
मधेश,बारा,बारागढी गाउँपालिका,"हुलाक कार्यालय, बारागढी गाउँपालिका",6,20710,23302
मधेश,बारा,आदर्श कोटवाल गाउँपालिका,"हुलाक कार्यालय, आदर्श कोटवाल गाउँपालिका",8,20711,23301
मधेश,बारा,सिम्रौनगढ नगरपालिका,"हुलाक कार्यालय, सिम्रौनगढ नगरपालिका",11,20712,23315
मधेश,बारा,पचरौता नगरपालिका,"हुलाक कार्यालय, पचरौता नगरपालिका",9,20713,23311
मधेश,बारा,महागढीमाई नगरपालिका,"हुलाक कार्यालय, महागढीमाई नगरपालिका",11,20714,23309
मधेश,बारा,देवताल गाउँपालिका,"हुलाक कार्यालय, देवताल गाउँपालिका",7,20715,23304
मधेश,बारा,सुवर्ण गाउँपालिका,"हुलाक कार्यालय, सुवर्ण गाउँपालिका",8,20716,23316
मधेश,पर्सा,ठोरी (सुवर्णपुर) गाउँपालिका,"हुलाक कार्यालय, ठोरी (सुवर्णपुर) गाउँपालिका",5,20801,23414
मधेश,पर्सा,जिराभवानी गाउँपालिका,"हुलाक कार्यालय, जिराभवानी गाउँपालिका",5,20802,23407
मधेश,पर्सा,जगरनाथपुर गाउँपालिका,"हुलाक कार्यालय, जगरनाथपुर गाउँपालिका",6,20803,23406
मधेश,पर्सा,पटेर्वा सुगौली गाउँपालिका,"हुलाक कार्यालय, पटेर्वा सुगौली गाउँपालिका",5,20804,23411
मधेश,पर्सा,सखुवा प्रसौनी गाउँपालिका,"हुलाक कार्यालय, सखुवा प्रसौनी गाउँपालिका",6,20805,23413
मधेश,पर्सा,पर्सागढी नगरपालिका,"हुलाक कार्यालय, पर्सागढी नगरपालिका",9,20806,23410
मधेश,पर्सा,बिरगन्ज महानगरपालिका,"जिल्ला हुलाक कार्यालय, पर्सा",32,20807,23403
मधेश,पर्सा,बहुदरमाई नगरपालिका,"हुलाक कार्यालय, बहुदरमाई नगरपालिका",9,20808,23401
मधेश,पर्सा,पोखरिया नगरपालिका,"हुलाक कार्यालय, पोखरिया नगरपालिका",10,20809,23412
मधेश,पर्सा,कालिकामाई गाउँपालिका,"हुलाक कार्यालय, कालिकामाई गाउँपालिका",5,20810,23408
मधेश,पर्सा,धोबीनी गाउँपालिका,"हुलाक कार्यालय, धोबीनी गाउँपालिका",5,20811,23405
मधेश,पर्सा,छिपहरमाई गाउँपालिका,"हुलाक कार्यालय, छिपहरमाई गाउँपालिका",5,20812,23404
मधेश,पर्सा,पकाहा मैनपुर गाउँपालिका,"हुलाक कार्यालय, पकाहा मैनपुर गाउँपालिका",5,20813,23409
मधेश,पर्सा,बिन्दबासिनी गाउँपालिका,"हुलाक कार्यालय, बिन्दबासिनी गाउँपालिका",5,20814,23402
बागमती,दोलखा,गौरिशंकर गाउँपालिका,"हुलाक कार्यालय, गौरिशंकर गाउँपालिका",9,30101,32204
बागमती,दोलखा,बिगु गाउँपालिका,"हुलाक कार्यालय, बिगु गाउँपालिका",8,30102,32203
बागमती,दोलखा,कालिन्चोक गाउँपालिका,"हुलाक कार्यालय, कालिन्चोक गाउँपालिका",9,30103,32206
बागमती,दोलखा,बैतेस्वर गाउँपालिका,"हुलाक कार्यालय, बैतेस्वर गाउँपालिका",8,30104,32201
बागमती,दोलखा,जिरी नगरपालिका,"हुलाक कार्यालय, जिरी नगरपालिका",9,30105,32205
बागमती,दोलखा,तामाकोशी गाउँपालिका,"हुलाक कार्यालय, तामाकोशी गाउँपालिका",7,30106,32209
बागमती,दोलखा,मेलुङ्ग गाउँपालिका,"हुलाक कार्यालय, मेलुङ्ग गाउँपालिका",7,30107,32207
बागमती,दोलखा,शैलुङ गाउँपालिका,"हुलाक कार्यालय, शैलुङ गाउँपालिका",8,30108,32208
बागमती,दोलखा,भिमेश्वर नगरपालिका,"जिल्ला हुलाक कार्यालय, दोलखा",9,30109,32202
बागमती,सिन्धुपाल्चोक,भोटेकोशी गाउँपालिका,"हुलाक कार्यालय, भोटेकोशी गाउँपालिका",5,30201,32303
बागमती,सिन्धुपाल्चोक,जुगल गाउँपालिका,"हुलाक कार्यालय, जुगल गाउँपालिका",7,30202,32307
बागमती,सिन्धुपाल्चोक,पाँचपोखरी थाङपाल गाउँपालिका,"हुलाक कार्यालय, पाँचपोखरी थाङपाल गाउँपालिका",8,30203,32310
बागमती,सिन्धुपाल्चोक,हेलम्बु गाउँपालिका,"हुलाक कार्यालय, हेलम्बु गाउँपालिका",7,30204,32305
बागमती,सिन्धुपाल्चोक,मेलम्ची नगरपालिका,"हुलाक कार्यालय, मेलम्ची नगरपालिका",13,30205,32309
बागमती,सिन्धुपाल्चोक,ईन्द्रावती गाउँपालिका,"हुलाक कार्यालय, ईन्द्रावती गाउँपालिका",12,30206,32306
बागमती,सिन्धुपाल्चोक,चौतारा साँगाचोकगढी नगरपालिका,"जिल्ला हुलाक कार्यालय, सिन्धुपाल्चोक",14,30207,32304
बागमती,सिन्धुपाल्चोक,बलेफी गाउँपालिका,"हुलाक कार्यालय, बलेफी गाउँपालिका",8,30208,32301
बागमती,सिन्धुपाल्चोक,बाह्रबिसे नगरपालिका,"हुलाक कार्यालय, बाह्रबिसे नगरपालिका",9,30209,32302
बागमती,सिन्धुपाल्चोक,त्रिपुरासुन्दरी गाउँपालिका,"हुलाक कार्यालय, त्रिपुरासुन्दरी गाउँपालिका",6,30210,32312
बागमती,सिन्धुपाल्चोक,लिसंखु पाखर गाउँपालिका,"हुलाक कार्यालय, लिसंखु पाखर गाउँपालिका",7,30211,32308
बागमती,सिन्धुपाल्चोक,सुनकोशी गाउँपालिका,"हुलाक कार्यालय, सुनकोशी गाउँपालिका",7,30212,32311
बागमती,रसुवा,गोसाईकुण्ड गाउँपालिका,"जिल्ला हुलाक कार्यालय, रसुवा",6,30301,32901
बागमती,रसुवा,आमाछोदिङमो गाउँपालिका,"हुलाक कार्यालय, आमाछोदिङमो गाउँपालिका",5,30302,32904
बागमती,रसुवा,उत्तरगया गाउँपालिका,"हुलाक कार्यालय, उत्तरगया गाउँपालिका",5,30303,32905
बागमती,रसुवा,कालिका गाउँपालिका,"हुलाक कार्यालय, कालिका गाउँपालिका",5,30304,32902
बागमती,रसुवा,नौकुण्ड गाउँपालिका,"हुलाक कार्यालय, नौकुण्ड गाउँपालिका",6,30305,32903
बागमती,धादिङ,रुबी भ्याली गाउँपालिका,"हुलाक कार्यालय, रुबी भ्याली गाउँपालिका",6,30401,33010
बागमती,धादिङ,खनियाबास गाउँपालिका,"हुलाक कार्यालय, खनियाबास गाउँपालिका",5,30402,33007
बागमती,धादिङ,गंङ्गा जमुना गाउँपालिका,"हुलाक कार्यालय, गंङ्गा जमुना गाउँपालिका",7,30403,33005
बागमती,धादिङ,त्रिपुरासुन्दरी गाउँपालिका,"हुलाक कार्यालय, त्रिपुरासुन्दरी गाउँपालिका",7,30404,33013
बागमती,धादिङ,नेत्रावती डबजोङ गाउँपालिका,"हुलाक कार्यालय, नेत्रावती डबजोङ गाउँपालिका",5,30405,33008
बागमती,धादिङ,नीलकण्ठ नगरपालिका,"जिल्ला हुलाक कार्यालय, धादिङ",14,30406,33009
बागमती,धादिङ,ज्वालामुखी गाउँपालिका,"हुलाक कार्यालय, ज्वालामुखी गाउँपालिका",7,30407,33006
बागमती,धादिङ,सिद्धलेक गाउँपालिका,"हुलाक कार्यालय, सिद्धलेक गाउँपालिका",7,30408,33011
बागमती,धादिङ,बेनीघाट रोराङ्ग गाउँपालिका,"हुलाक कार्यालय, बेनीघाट रोराङ्ग गाउँपालिका",10,30409,33001
बागमती,धादिङ,गजुरी गाउँपालिका,"हुलाक कार्यालय, गजुरी गाउँपालिका",8,30410,33003
बागमती,धादिङ,गल्छी गाउँपालिका,"हुलाक कार्यालय, गल्छी गाउँपालिका",8,30411,33004
बागमती,धादिङ,थाक्रे गाउँपालिका,"हुलाक कार्यालय, थाक्रे गाउँपालिका",11,30412,33012
बागमती,धादिङ,धुनीबेंशी नगरपालिका,"हुलाक कार्यालय, धुनीबेंशी नगरपालिका",9,30413,33002
बागमती,नुवाकोट,दुप्चेश्वर गाउँपालिका,"हुलाक कार्यालय, दुप्चेश्वर गाउँपालिका",7,30501,32803
बागमती,नुवाकोट,तादी गाउँपालिका,"हुलाक कार्यालय, तादी गाउँपालिका",6,30502,32811
बागमती,नुवाकोट,सुर्यगढी गाउँपालिका,"हुलाक कार्यालय, सुर्यगढी गाउँपालिका",5,30503,32810
बागमती,नुवाकोट,बिदुर नगरपालिका,"जिल्ला हुलाक कार्यालय, नुवाकोट",13,30504,32802
बागमती,नुवाकोट,किस्पाङ्ग गाउँपालिका,"हुलाक कार्यालय, किस्पाङ्ग गाउँपालिका",5,30505,32805
बागमती,नुवाकोट,म्यगङ गाउँपालिका,"हुलाक कार्यालय, म्यगङ गाउँपालिका",6,30506,32807
बागमती,नुवाकोट,तारकेश्वर गाउँपालिका,"हुलाक कार्यालय, तारकेश्वर गाउँपालिका",6,30507,32812
बागमती,नुवाकोट,बेलकोटगढी नगरपालिका,"हुलाक कार्यालय, बेलकोटगढी नगरपालिका",13,30508,32801
बागमती,नुवाकोट,लिखु गाउँपालिका,"हुलाक कार्यालय, लिखु गाउँपालिका",6,30509,32806
बागमती,नुवाकोट,पन्चकन्या गाउँपालिका,"हुलाक कार्यालय, पन्चकन्या गाउँपालिका",5,30510,32808
बागमती,नुवाकोट,शिवपुरी गाउँपालिका,"हुलाक कार्यालय, शिवपुरी गाउँपालिका",8,30511,32809
बागमती,नुवाकोट,ककनी गाउँपालिका,"हुलाक कार्यालय, ककनी गाउँपालिका",8,30512,32804
बागमती,काठमाडौँ,शंङ्खरापुर नगरपालिका,"हुलाक कार्यालय, शंङ्खरापुर नगरपालिका",9,30601,32709
बागमती,काठमाडौँ,कागेश्वरी मनहरा नगरपालिका,"हुलाक कार्यालय, कागेश्वरी मनहरा नगरपालिका",9,30602,32705
बागमती,काठमाडौँ,गोकर्णेश्वर नगरपालिका,"हुलाक कार्यालय, गोकर्णेश्वर नगरपालिका",9,30603,32704
बागमती,काठमाडौँ,बुढानिलकण्ठ नगरपालिका,"हुलाक कार्यालय, बुढानिलकण्ठ नगरपालिका",13,30604,32701
बागमती,काठमाडौँ,टोखा नगरपालिका,"हुलाक कार्यालय, टोखा नगरपालिका",11,30605,32711
बागमती,काठमाडौँ,तारकेश्वर नगरपालिका,"हुलाक कार्यालय, तारकेश्वर नगरपालिका",11,30606,32710
बागमती,काठमाडौँ,नागार्जुन नगरपालिका,"हुलाक कार्यालय, नागार्जुन नगरपालिका",10,30607,32708
बागमती,काठमाडौँ,काठमाण्डौ महानगरपालिका,"गोश्वारा हुलाक कार्यालय, काठमाडौँ",32,30608,32706
बागमती,काठमाडौँ,किर्तिपुर नगरपालिका,"हुलाक कार्यालय, किर्तिपुर नगरपालिका",10,30609,32707
बागमती,काठमाडौँ,चन्द्रागिरी नगरपालिका,"हुलाक कार्यालय, चन्द्रागिरी नगरपालिका",15,30610,32702
बागमती,काठमाडौँ,दक्षिणकाली नगरपालिका,"हुलाक कार्यालय, दक्षिणकाली नगरपालिका",9,30611,32703
बागमती,भक्तपुर,चाँगुनारायण नगरपालिका,"हुलाक कार्यालय, चाँगुनारायण नगरपालिका",9,30701,32602
बागमती,भक्तपुर,भक्तपुर नगरपालिका,"जिल्ला हुलाक कार्यालय, भक्तपुर",10,30702,32601
बागमती,भक्तपुर,मध्यपुर थिमी नगरपालिका,"हुलाक कार्यालय, मध्यपुर थिमी नगरपालिका",9,30703,32603
बागमती,भक्तपुर,सूर्यविनायक नगरपालिका,"हुलाक कार्यालय, सूर्यविनायक नगरपालिका",10,30704,32604
बागमती,ललितपुर,महालक्ष्मी नगरपालिका,"हुलाक कार्यालय, महालक्ष्मी नगरपालिका",10,30801,32505
बागमती,ललितपुर,ललितपुर महानगरपालिका,"जिल्ला हुलाक कार्यालय, ललितपुर",29,30802,32504
बागमती,ललितपुर,गोदावरी नगरपालिका,"हुलाक कार्यालय, गोदावरी नगरपालिका",14,30803,32502
बागमती,ललितपुर,कोन्ज्योसोम गाउँपालिका,"हुलाक कार्यालय, कोन्ज्योसोम गाउँपालिका",5,30804,32503
बागमती,ललितपुर,महाङ्काल गाउँपालिका,"हुलाक कार्यालय, महाङ्काल गाउँपालिका",6,30805,32506
बागमती,ललितपुर,बाग्मती गाउँपालिका,"हुलाक कार्यालय, बाग्मती गाउँपालिका",7,30806,32501
बागमती,काभ्रेपलाञ्चोक,चौरीदेउराली गाउँपालिका,"हुलाक कार्यालय, चौरीदेउराली गाउँपालिका",9,30901,32404
बागमती,काभ्रेपलाञ्चोक,भुम्लु गाउँपालिका,"हुलाक कार्यालय, भुम्लु गाउँपालिका",10,30902,32403
बागमती,काभ्रेपलाञ्चोक,मण्डन देउपुर नगरपालिका,"हुलाक कार्यालय, मण्डन देउपुर नगरपालिका",12,30903,32408
बागमती,काभ्रेपलाञ्चोक,बनेपा नगरपालिका,"हुलाक कार्यालय, बनेपा नगरपालिका",14,30904,32401
बागमती,काभ्रेपलाञ्चोक,धुलिखेल नगरपालिका,"जिल्ला हुलाक कार्यालय, काभ्रेपलाञ्चोक",12,30905,32405
बागमती,काभ्रेपलाञ्चोक,पाँचखाल नगरपालिका,"हुलाक कार्यालय, पाँचखाल नगरपालिका",13,30906,32411
बागमती,काभ्रेपलाञ्चोक,तेमाल गाउँपालिका,"हुलाक कार्यालय, तेमाल गाउँपालिका",9,30907,32413
बागमती,काभ्रेपलाञ्चोक,नमोबुद्ध नगरपालिका,"हुलाक कार्यालय, नमोबुद्ध नगरपालिका",11,30908,32409
बागमती,काभ्रेपलाञ्चोक,पनौती नगरपालिका,"हुलाक कार्यालय, पनौती नगरपालिका",12,30909,32410
बागमती,काभ्रेपलाञ्चोक,बेथानचोक गाउँपालिका,"हुलाक कार्यालय, बेथानचोक गाउँपालिका",6,30910,32402
बागमती,काभ्रेपलाञ्चोक,रोशी गाउँपालिका,"हुलाक कार्यालय, रोशी गाउँपालिका",12,30911,32412
बागमती,काभ्रेपलाञ्चोक,महाभारत गाउँपालिका,"हुलाक कार्यालय, महाभारत गाउँपालिका",8,30912,32407
बागमती,काभ्रेपलाञ्चोक,खानीखोला गाउँपालिका,"हुलाक कार्यालय, खानीखोला गाउँपालिका",7,30913,32406
बागमती,रामेछाप,उमाकुण्ड गाउँपालिका,"हुलाक कार्यालय, उमाकुण्ड गाउँपालिका",7,31001,32108
बागमती,रामेछाप,गोकुलगङ्गा गाउँपालिका,"हुलाक कार्यालय, गोकुलगङ्गा गाउँपालिका",6,31002,32102
बागमती,रामेछाप,लिखु तामाकोसी गाउँपालिका,"हुलाक कार्यालय, लिखु तामाकोसी गाउँपालिका",7,31003,32104
बागमती,रामेछाप,रामेछाप नगरपालिका,"हुलाक कार्यालय, रामेछाप नगरपालिका",9,31004,32106
बागमती,रामेछाप,मन्थली नगरपालिका,"जिल्ला हुलाक कार्यालय, रामेछाप",14,31005,32105
बागमती,रामेछाप,खाँडादेवी गाउँपालिका,"हुलाक कार्यालय, खाँडादेवी गाउँपालिका",9,31006,32103
बागमती,रामेछाप,दोरम्बा गाउँपालिका,"हुलाक कार्यालय, दोरम्बा गाउँपालिका",7,31007,32101
बागमती,रामेछाप,सुनापती गाउँपालिका,"हुलाक कार्यालय, सुनापती गाउँपालिका",5,31008,32107
बागमती,सिन्धुली,दुधौली नगरपालिका,"हुलाक कार्यालय, दुधौली नगरपालिका",14,31101,32001
बागमती,सिन्धुली,फिक्कल गाउँपालिका,"हुलाक कार्यालय, फिक्कल गाउँपालिका",6,31102,32007
बागमती,सिन्धुली,तीनपाटन गाउँपालिका,"हुलाक कार्यालय, तीनपाटन गाउँपालिका",11,31103,32009
बागमती,सिन्धुली,गोलन्जोर गाउँपालिका,"हुलाक कार्यालय, गोलन्जोर गाउँपालिका",7,31104,32003
बागमती,सिन्धुली,कमलामाई नगरपालिका,"जिल्ला हुलाक कार्यालय, सिन्धुली",14,31105,32005
बागमती,सिन्धुली,सुनकोशी गाउँपालिका,"हुलाक कार्यालय, सुनकोशी गाउँपालिका",7,31106,32008
बागमती,सिन्धुली,ध्याङलेख गाउँपालिका,"हुलाक कार्यालय, ध्याङलेख गाउँपालिका",5,31107,32002
बागमती,सिन्धुली,मरिण गाउँपालिका,"हुलाक कार्यालय, मरिण गाउँपालिका",7,31108,32006
बागमती,सिन्धुली,हरिहरपुरगढी गाउँपालिका,"हुलाक कार्यालय, हरिहरपुरगढी गाउँपालिका",8,31109,32004
बागमती,मकवानपुर,ईन्द्रसरोवर गाउँपालिका,"हुलाक कार्यालय, ईन्द्रसरोवर गाउँपालिका",5,31201,33105
बागमती,मकवानपुर,थाहा नगरपालिका,"हुलाक कार्यालय, थाहा नगरपालिका",12,31202,33110
बागमती,मकवानपुर,कैलाश गाउँपालिका,"हुलाक कार्यालय, कैलाश गाउँपालिका",10,31203,33106
बागमती,मकवानपुर,राक्सिराङ्ग गाउँपालिका,"हुलाक कार्यालय, राक्सिराङ्ग गाउँपालिका",9,31204,33109
बागमती,मकवानपुर,मनहरी गाउँपालिका,"हुलाक कार्यालय, मनहरी गाउँपालिका",9,31205,33108
बागमती,मकवानपुर,हेटौडा उपमहानगरपालिका,"जिल्ला हुलाक कार्यालय, मकवानपुर",19,31206,33104
बागमती,मकवानपुर,भिमफेदी गाउँपालिका,"हुलाक कार्यालय, भिमफेदी गाउँपालिका",9,31207,33103
बागमती,मकवानपुर,मकवानपुरगढी गाउँपालिका,"हुलाक कार्यालय, मकवानपुरगढी गाउँपालिका",8,31208,33107
बागमती,मकवानपुर,बकैया गाउँपालिका,"हुलाक कार्यालय, बकैया गाउँपालिका",12,31209,33102
बागमती,मकवानपुर,बाग्मती गाउँपालिका,"हुलाक कार्यालय, बाग्मती गाउँपालिका",9,31210,33101
बागमती,चितवन,राप्ती नगरपालिका,"हुलाक कार्यालय, राप्ती नगरपालिका",13,31301,33506
बागमती,चितवन,कालिका नगरपालिका,"हुलाक कार्यालय, कालिका नगरपालिका",11,31302,33503
बागमती,चितवन,इच्छाकामना गाउँपालिका,"हुलाक कार्यालय, इच्छाकामना गाउँपालिका",7,31303,33502
बागमती,चितवन,भरतपुर महानगरपालिका,"जिल्ला हुलाक कार्यालय, चितवन",29,31304,33501
बागमती,चितवन,रत्ननगर नगरपालिका,"हुलाक कार्यालय, रत्ननगर नगरपालिका",16,31305,33507
बागमती,चितवन,खैरहनी नगरपालिका,"हुलाक कार्यालय, खैरहनी नगरपालिका",13,31306,33504
बागमती,चितवन,माडी नगरपालिका,"हुलाक कार्यालय, माडी नगरपालिका",9,31307,33505
गण्डकी,गोरखा,चुमनुब्री गाउँपालिका,"हुलाक कार्यालय, चुमनुब्री गाउँपालिका",7,40101,43604
गण्डकी,गोरखा,अजिरकोट गाउँपालिका,"हुलाक कार्यालय, अजिरकोट गाउँपालिका",5,40102,43602
गण्डकी,गोरखा,बारपाक सुलिकोट गाउँपालिका,"हुलाक कार्यालय, बारपाक सुलिकोट गाउँपालिका",8,40103,43611
गण्डकी,गोरखा,धार्चे गाउँपालिका,"हुलाक कार्यालय, धार्चे गाउँपालिका",7,40104,43605
गण्डकी,गोरखा,आरुघाट गाउँपालिका,"हुलाक कार्यालय, आरुघाट गाउँपालिका",10,40105,43601
गण्डकी,गोरखा,भिमसेनथापा गाउँपालिका,"हुलाक कार्यालय, भिमसेनथापा गाउँपालिका",8,40106,43603
गण्डकी,गोरखा,सिरानचोक गाउँपालिका,"हुलाक कार्यालय, सिरानचोक गाउँपालिका",8,40107,43610
गण्डकी,गोरखा,पालुङ्गटार नगरपालिका,"हुलाक कार्यालय, पालुङ्गटार नगरपालिका",10,40108,43608
गण्डकी,गोरखा,गोरखा नगरपालिका,"जिल्ला हुलाक कार्यालय, गोरखा",14,40109,43607
गण्डकी,गोरखा,शहीद लखन गाउँपालिका,"हुलाक कार्यालय, शहीद लखन गाउँपालिका",9,40110,43609
गण्डकी,गोरखा,गण्डकी गाउँपालिका,"हुलाक कार्यालय, गण्डकी गाउँपालिका",8,40111,43606
गण्डकी,मनाङ,नार्पा भूमि गाउँपालिका,"हुलाक कार्यालय, नार्पा भूमि गाउँपालिका",5,40201,44102
गण्डकी,मनाङ,मनाङ ङिस्याङ गाउँपालिका,"हुलाक कार्यालय, मनाङ ङिस्याङ गाउँपालिका",9,40202,44104
गण्डकी,मनाङ,चामे गाउँपालिका,"जिल्ला हुलाक कार्यालय, मनाङ",5,40203,44101
गण्डकी,मनाङ,नासों गाउँपालिका,"हुलाक कार्यालय, नासों गाउँपालिका",9,40204,44103
गण्डकी,मुस्ताङ,लो घेकर दामोदरकुण्ड गाउँपालिका,"हुलाक कार्यालय, लो घेकर दामोदरकुण्ड गाउँपालिका",5,40301,44202
गण्डकी,मुस्ताङ,घरपझोङ गाउँपालिका,"जिल्ला हुलाक कार्यालय, मुस्ताङ",5,40302,44203
गण्डकी,मुस्ताङ,वारागुङ मुक्तिक्षेत्र गाउँपालिका,"हुलाक कार्यालय, वारागुङ मुक्तिक्षेत्र गाउँपालिका",5,40303,44201
गण्डकी,मुस्ताङ,लोमन्थाङ गाउँपालिका,"हुलाक कार्यालय, लोमन्थाङ गाउँपालिका",5,40304,44204
गण्डकी,मुस्ताङ,थासाङ गाउँपालिका,"हुलाक कार्यालय, थासाङ गाउँपालिका",5,40305,44205
गण्डकी,म्याग्दी,अन्नपूर्ण गाउँपालिका,"हुलाक कार्यालय, अन्नपूर्ण गाउँपालिका",8,40401,44301
गण्डकी,म्याग्दी,रघुगंगा गाउँपालिका,"हुलाक कार्यालय, रघुगंगा गाउँपालिका",8,40402,44306
गण्डकी,म्याग्दी,धवलागिरी गाउँपालिका,"हुलाक कार्यालय, धवलागिरी गाउँपालिका",7,40403,44303
गण्डकी,म्याग्दी,मालिका गाउँपालिका,"हुलाक कार्यालय, मालिका गाउँपालिका",7,40404,44304
गण्डकी,म्याग्दी,मंगला गाउँपालिका,"हुलाक कार्यालय, मंगला गाउँपालिका",5,40405,44305
गण्डकी,म्याग्दी,बेनी नगरपालिका,"जिल्ला हुलाक कार्यालय, म्याग्दी",10,40406,44302
गण्डकी,कास्की,मादी गाउँपालिका,"हुलाक कार्यालय, मादी गाउँपालिका",12,40501,44003
गण्डकी,कास्की,माछापुच्छ्रे गाउँपालिका,"हुलाक कार्यालय, माछापुच्छ्रे गाउँपालिका",9,40502,44002
गण्डकी,कास्की,अन्नपूर्ण गाउँपालिका,"हुलाक कार्यालय, अन्नपूर्ण गाउँपालिका",11,40503,44001
गण्डकी,कास्की,पोखरा महानगरपालिका,"हुलाक निर्देशनालय, कास्की",33,40504,44004
गण्डकी,कास्की,रूपा गाउँपालिका,"हुलाक कार्यालय, रूपा गाउँपालिका",7,40505,44005
